2	店-お-compound	また行きたい、そんな気持ちにさせてくれるお店です。
2811	町名-風-compound,道路-縦断-compound	日本風町名が導入され、縦断道路に沿って西から順にコロール1丁目からコロール7丁目まで割り振られた。
2812	方-オーナー-compound	オーナー方のホスピタリティに感動しました!
2813	学科-英語-compound,入社-TBC-compound	上智大学外国語学部英語学科を卒業後、2007年にTBC入社。
2814	符-意-compound,偏-左-compound	ただし、「隣」字の意符は「邑」であるが、左偏にあるということで、この部に入れられている。
2815	要員-監視-compound	和平の機運と共に、1994年より国連の人権状況監視要員がグアテマラに展開していた。
2817	在学中-高等学校-compound,活動-モデル-compound,教室-歌謡-compound,レッスン-通い-compound	高等学校在学中にモデル活動と平行して歌謡教室に通いレッスンを重ねる。
2818	祐-則-compound	赤松則祐の子で義則の実弟。
2819	領-帝国-compound,間-族-compound	ムガル帝国領となった後、18世紀~19世紀には、マラーター諸族間の抗争の地となった。
2820	さん-店員-compound,ショップ-au-compound	店員さんみんな説明が丁寧かつとっても分かりやすくて、いつも面倒でならないauショップでの用事がとても楽になった。
2821	双方-原告-compound,尋問-本人-compound	8月 12日午後,東京地裁527法廷に於いて被告原告双方の本人尋問が行われた。
2825	事務所-代表部-compound,画像-原文-compound,文-翻訳-compound,上-サイト-compound	代表部事務所は7月 30日にこの書簡の原文画像と日本語翻訳文をウェブサイト上で公開。
2827	Ciel-〜-compound,ファン-大-compound	L'Arc〜en〜Cielの大ファン。
2828	駅-停車-compound,こと-と-fixed	しかし、快速が新幹線の乗客に利便性をもたらさないデメリットや、新幹線の停車駅なのに快速が通過するのはおかしいという意見により、停車することとなった。
2829	規制-取得-compound,運動-制定-compound,法-促進-compound	また非営利団体の法人格取得規制の緩和を図る市民活動促進法制定運動に関わり、1998年、特定非営利活動促進法が成立した。
2830	大会-春季-compound	2011年春季大会は東日本大震災の影響で中止。
2831	タイ-位-compound,優勝-準-compound	最終的にブンデスリーガでは11得点、チャンピオンズリーグでは2位タイの7得点を挙げ、バイエルンの国内2冠とチャンピオンズリーグ準優勝に貢献した。
2832	フラワー-ブリザード-compound,液-保存-compound,花-お-compound	ブリザードフラワーは、植物の水分を保存液に変ることで掃除など手入れをすれば数年枯れないお花のインテリアでドライフラワーとは違った生花の趣があります。
2833	バー-ブッダ-compound,性-関係-compound	日本にも同名の店舗が存在するようですが,このパリのブッダバーとの関係性は不明です。
2834	キャラクター-プレイヤー-compound,間-ステージ-compound	プレイヤーキャラクターとしてではなく、ステージ間のデモに登場。
2835	ジャスト-』-compound,純子-久保-compound	2004年秋改編で三雲が「帯番組の『ジャスト』に専念したい」という理由で降板し、この年3月にNHKを退職した久保純子に司会を交代。
2836	派-擁護-compound,派-擁護-compound	ブラウンの「銃には銃で戦う」ことと「奴隷制度擁護派の心に恐怖を与える」という決断は、奴隷制度擁護派のテロリズムという現実によってのみ固められた。
2838	チャット-画像-compound,行為-マン-compound	インターネットや画像チャット、携帯電話を使って画像を送りつけるといった新種のサイバーバーバリーマン行為も話題になっている。
2839	直後-開始-compound	SETI@homeのユーザーはプロジェクト開始直後から、どれだけworkunitを処理したかを互いに競うようになった。
2840	企業-ハイテク-compound	町にはハイテク企業が集中しているので、ロシアのシリコンバレーと呼ばれている。
2841	王国-ユーゴスラビア-compound	枢軸国によるユーゴスラビア侵攻後、1941年4月 17日にユーゴスラビア王国が降伏した直後に結成された。
2843	コン-合-compound	合コンで利用させてもらいました。
2844	献金-信者-compound,企業-系-compound	このような被害者から騙し取ったお金を含め霊感商法の売上や信者献金が統一協会系企業に流れていたと思われる。
2845	感-疲弊-compound	1814年にナポレオンの敗北が明白になった戦争への疲弊感から終戦につながっていった。
2846	世話-お-compound	いまは引っ越して遠く行けませんが、またお世話になっております。
2848	シリーズ-戦士-compound,活動-営業-compound,知名度-・-compound,度-認識-compound	SD戦士シリーズなどのバンダイの営業活動や商品は、版権という概念を超えた活動である点でも知名度・認識度が高いと言える。
2850	後-テンパイ-compound,予告-人-compound	図柄テンパイ後、閉まった障子の色が「赤色」だった場合は頼み人予告が確定し、信頼度も若干アップする。
2851	母音-想-compound,単語-基礎-compound,ピリオド-バンク-compound	想母音は、基礎単語のバンクピリオドに挿入して使用し、感情の種類と対象を表す。
2852	頃-年-compound	テッサリアには古くからの人の営みがあり、紀元前2500年頃の新石器時代の遺跡がある。
2854	付-陸軍-compound,動員-戦争-compound	1929年に1年間アメリカ陸軍付となり、経済の戦争動員について研究した。
2856	コード-QR-compound	QRコードを読み取るかURLを入力してください。
2857	化-低コスト-compound,技術-実用化-compound,高機能-かつ-compound,下着-用-compound,事業計画-活用-compound,こと-に-fixed	そこで今後、さらなる低コスト化と応用により実用化技術として確立し、低価格かつ高機能の女性用下着を中心とした商品化のために「地域産業資源活用事業計画」を利用することにしました。
2858	ラリー-・-compound,ドン-&-compound,パーシー-・-compound,フィールド-メイ-compound	レーベルでは、他にラリー・ウィリアムズ、ドン&デューイー、パーシー・メイフィールドなどをレコーディングした。
2859	車-本-compound,72---compound,型-生産-compound,72---compound	このため長い本車は「T-72の先行生産型」「開発に失敗し、そのデータを基に開発された改良型がT-72である」と思われていた。
